Zip Code,City,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
91737,Alta Loma,515200,4.20E+05,4.14E+05,380900,419700,418400,402100,355600,367600,400400,360900,339200,328200,376400,413300,383300,379800,333400,390700,397700,422600,377300,387200,383700,405300,378700,358600,338200,384800,411900,409100,3.64E+05,379300,477400,452200,411600,319100,360400,355500,349100,331400,371500,383400,379300,346300,362400,3.70E+05,347600,320700,316500,345800,336500,3.54E+05,357600,3.86E+05,376300,384100,365600,383200,385900,430400,443700,453800,443400,444600,439900,4.44E+05,456500,469900,470500,447900,466100,498800,504900,4.98E+05,472700,476300,466700,4.49E+05,4.41E+05,447900,500500,531800,542400,502600,487200,488400,487400,495300,511100,536100,534400,509500,501500,496600,511500,498800,511600,496900,508800,5.06E+05,525900,5.30E+05,521500,531800,5.14E+05,421700,396500,403900,515800,520500,538200,5.42E+05,540600,538300,566100,572600,649500,649900,645600,600700,573500,599800,565200
93023,Meiners Oaks,601100,702800,730100,679900,516700,4.75E+05,439400,4.22E+05,427400,492100,503600,489500,393400,3.99E+05,4.39E+05,463100,446900,395400,433600,429300,447300,423800,426800,465100,529600,524200,529600,477800,480100,420900,434100,426600,435800,432900,469300,450700,424200,4.03E+05,413400,432800,419800,405700,3.98E+05,402200,408400,408500,413400,461800,447500,452800,452700,470500,485700,445100,426100,394200,428800,458600,509700,502600,487900,492600,509800,530500,5.21E+05,515600,500300,497700,521400,550300,557600,549400,605500,657200,635800,609800,5.82E+05,5.84E+05,550300,535200,562300,575900,5.92E+05,609400,603400,588800,564300,630800,624400,636800,597900,622300,606200,598700,581500,617800,629400,649600,652700,645700,669500,678400,713400,725400,710200,657500,620500,615600,645600,657400,694200,668900,676900,674100,691300,699300,698300,716800,753800,711100,7.05E+05,672400,7.24E+05,707300
90746,Carson,405500,412300,4.21E+05,4.22E+05,414800,393200,396400,375500,365300,354100,353400,358300,342700,333400,3.25E+05,3.30E+05,321800,329100,333800,349800,347400,344500,329600,319800,304200,311400,3.21E+05,343200,348100,344500,333900,339900,3.37E+05,350800,344300,352500,335900,333400,320200,310700,3.11E+05,301500,3.12E+05,3.11E+05,318800,319500,317500,315900,311500,3.04E+05,293300,278800,266900,284800,287200,2.93E+05,300300,322300,331300,324600,305300,319200,324800,341600,359300,374900,379600,365900,345300,359300,3.53E+05,387800,395400,416300,415700,401300,397200,393800,391100,398800,396400,405600,408100,413900,4.31E+05,443900,437100,4.42E+05,431900,452800,449600,459800,454900,4.49E+05,454200,447200,449400,4.27E+05,432200,440200,469700,465400,465500,458900,4.81E+05,493400,503800,491600,479800,469900,484800,486800,486700,4.72E+05,501800,515900,532800,509500,510300,513800,5.15E+05,5.25E+05,518100,5.43E+05
95519,McKinleyville,341200,353700,371100,351900,321200,292400,292300,288800,286100,258100,272900,268200,291400,348900,349900,353100,269300,256900,251400,256600,261800,240400,281200,297500,316200,293800,281900,277300,281200,275900,284900,264200,2.49E+05,2.32E+05,240100,241700,274600,267800,2.81E+05,272700,2.67E+05,2.59E+05,247700,248200,239100,219500,222800,228700,242100,248800,255700,250400,242500,234100,231100,234200,236800,224100,237700,247600,281100,275600,2.78E+05,263200,253500,255700,258300,272700,265800,264400,250400,271400,268400,278300,265500,270600,287800,2.84E+05,278200,251500,249500,261200,280500,279300,265400,249300,249100,257400,272200,269100,274400,267800,285900,307200,309700,309300,299200,298800,300300,299400,307200,307300,302500,307100,297200,294900,323500,321500,325700,300700,3.06E+05,309800,292700,299400,307500,314500,322400,305200,310200,316600,344800,352400,340900,342500
95746,Granite Bay,763100,770100,743200,736300,701100,6.58E+05,622900,629900,722400,648200,631300,550900,577700,532200,483700,478900,480800,507900,544300,524500,539900,505600,496700,459500,501600,537600,572100,573500,552600,506800,506200,514400,551500,5.18E+05,501300,4.86E+05,553700,569200,574400,532300,5.38E+05,525100,538200,559800,564100,525100,486400,468200,487200,494700,533400,515600,513500,500700,518700,540800,560400,544900,553600,611200,639800,655100,572500,573800,574800,609800,613600,637600,6.44E+05,651100,623600,6.05E+05,588100,601900,596600,610800,5.84E+05,608900,623400,624300,607700,5.98E+05,635500,651300,675400,6.51E+05,673400,645400,676100,653500,667100,646400,661800,648800,636100,634700,657500,685200,713100,723200,726600,680700,692100,686500,687300,682900,704900,742600,745900,721200,706900,736400,746500,750300,707600,730300,740100,774300,757700,743300,771300,781600,787800,730100
90240,Downey,479500,470100,442800,418600,414900,406400,425200,4.14E+05,415500,4.15E+05,410900,397700,393700,3.89E+05,400900,381200,402800,393600,400700,396200,4.10E+05,431100,418300,406800,405300,411900,431100,416700,406300,399700,403600,408700,389700,395400,411300,403900,400500,369700,367200,347100,352100,344500,345600,365500,380300,4.08E+05,380600,373500,364200,390600,400300,374700,358100,350600,372500,390100,392200,397800,393100,410400,408600,4.11E+05,401600,4.05E+05,419900,439500,443400,429500,438900,447800,468100,435400,433700,433700,463300,465300,4.70E+05,501200,503900,5.00E+05,465300,469500,4.59E+05,476100,477800,501500,4.93E+05,523200,520800,5.36E+05,518500,486300,481900,478600,514900,5.18E+05,519100,520700,542600,550100,540700,521800,522600,573800,581200,594200,556300,546800,556900,559700,5.85E+05,546200,553500,539100,575700,600300,616400,613700,624100,6.30E+05,640100,600100,610800,592500
91340,San Fernando,433300,369400,361700,345500,314900,290300,266900,257200,239600,247900,251400,249100,240400,226200,225700,223700,229100,218100,213900,218300,219800,233600,234600,242200,232700,226900,223800,224200,2.32E+05,2.40E+05,2.41E+05,227400,223200,226300,232100,232200,232100,234600,242500,246200,241800,2.38E+05,2.34E+05,233700,222200,2.31E+05,228700,239600,228400,226300,221100,220700,228600,239100,238600,238300,238500,251300,272400,278900,293400,288200,2.89E+05,267100,278800,275500,290300,283400,289700,293700,300600,3.06E+05,313800,318500,330100,332300,328300,327700,326700,323300,322900,329400,329100,329900,331600,346800,342100,338400,342800,357200,3.72E+05,369900,3.70E+05,365900,368500,379600,3.75E+05,385700,378100,396800,397100,402800,398800,407900,405300,412500,406400,414300,407800,410400,4.18E+05,425300,428600,423200,431600,4.48E+05,4.60E+05,459100,458400,451200,440200,441300,455600,476900
91768,Pomona,312900,2.82E+05,2.70E+05,2.55E+05,269800,259400,235200,210500,202800,194300,181700,1.77E+05,1.86E+05,185900,208700,204400,203200,181600,172200,173300,177700,186800,202600,197800,211800,207400,216600,216800,220200,224500,219900,218900,209200,210500,205100,208700,217500,211200,214200,196300,204600,198900,1.97E+05,194600,185100,1.76E+05,174900,1.81E+05,203100,212500,213800,203700,197700,199400,202200,216400,215200,213500,213500,227800,243600,242400,248600,250400,262800,2.66E+05,268200,260900,2.72E+05,279100,289200,285900,329500,328400,335900,299900,309300,307200,308900,3.23E+05,321100,324100,3.04E+05,317600,333600,343200,334400,318800,3.17E+05,320500,318500,329200,337400,342900,358700,355100,358100,3.48E+05,352300,349100,346400,357900,372900,376400,368100,369200,369100,372600,376800,384900,3.85E+05,392200,386100,386200,385200,393100,400600,3.96E+05,410800,416400,442200,415700,411600,394900
91010,Bradbury,406200,417400,385600,3.72E+05,346800,348400,340600,340900,317900,311600,314100,327600,313900,304100,270300,2.71E+05,260400,278400,296400,311500,313500,304200,288700,299300,301500,310700,291400,273700,272800,283400,302600,302700,297600,292300,2.72E+05,273400,2.87E+05,296400,297800,278200,293600,2.78E+05,274400,259100,2.60E+05,273100,265900,312400,291600,2.88E+05,246600,272400,288500,297300,289600,288700,311500,305700,316300,319700,336600,341100,336300,3.44E+05,377200,3.82E+05,382900,346400,340700,337100,341900,359400,397500,406900,405600,394200,401200,401400,392100,378800,371700,385100,409200,427200,459300,451400,464400,421700,410400,386400,400300,417800,428500,417700,429200,423700,426700,427500,422200,428800,433300,441800,434900,431800,440800,452700,434200,411800,407700,410500,421600,422300,428600,444300,457500,473900,479400,479300,473800,463100,492400,509500,503600,462800
92316,Bloomington,245900,213300,215300,209500,205100,190600,181400,171800,161400,1.57E+05,148100,146900,143100,142500,128100,117200,1.08E+05,125900,127900,137400,129300,138500,137300,130600,128600,136400,152700,152900,147200,142100,1.39E+05,139800,142400,148300,151600,152500,150500,154800,141700,142700,136900,149400,147700,149100,148200,147200,149600,144600,149400,1.47E+05,149200,152200,155600,169500,165300,165200,156700,169900,1.69E+05,174100,161100,163800,172200,193900,200700,195800,190900,206100,232100,230100,223700,215200,227500,231700,231500,234100,234600,234600,224500,230900,224900,241500,2.41E+05,247900,240100,2.37E+05,238700,240300,248200,259200,263600,257100,253700,251900,262300,259700,2.69E+05,270900,267200,258400,261400,271100,281200,266500,267700,257800,277600,282300,285700,294100,296900,298500,288300,288900,294400,302200,306400,320100,3.14E+05,309600,301400,317300,330700,342900
92860,Norco,444500,489800,495100,482800,479300,4.88E+05,429600,400600,369300,385600,3.88E+05,363400,350500,339200,350500,366300,3.46E+05,337100,315600,317800,329700,365500,3.66E+05,383900,357500,357400,313900,309100,319200,354400,346700,333700,327600,337500,350100,328500,328100,3.20E+05,334200,327200,315100,314800,315200,355400,376600,373400,338300,290900,281400,278300,285900,313600,317100,322600,318900,339100,359700,3.76E+05,379200,380600,364600,372900,361600,363700,370200,383800,396100,400400,411200,406100,410900,408100,435800,445100,4.63E+05,463900,459400,440300,437100,440100,461800,465300,4.40E+05,449800,445300,463200,449100,450200,457800,475500,473800,472900,457500,469800,485800,477900,4.69E+05,450400,477100,509200,509100,515600,491800,485800,463100,451700,470300,483600,5.01E+05,505700,499200,497500,5.02E+05,500600,507100,514600,564300,581600,558800,514100,508100,560900,571500,600300
95367,Riverbank,264100,255100,234200,231200,225300,218700,219100,215900,2.01E+05,182100,1.67E+05,177700,174200,170400,1.62E+05,161600,156700,150500,155700,169400,171900,168600,153600,161500,160100,162100,153400,145600,140800,150500,1.56E+05,167100,152800,145300,1.42E+05,153100,164900,156800,146700,140800,158800,162600,165500,142100,139300,1.29E+05,141200,145800,143700,1.40E+05,136900,142800,144300,145800,152300,165800,171700,172700,157700,159300,1.66E+05,183600,177600,189900,192800,221600,223300,243800,227300,221700,214600,233600,2.43E+05,2.40E+05,236300,232300,231900,231900,234600,234600,2.39E+05,2.47E+05,252100,256700,257900,247700,245600,247600,257900,262700,265200,2.74E+05,261600,2.45E+05,241500,260300,277800,281500,278500,278400,2.87E+05,2.90E+05,290400,284600,283400,288900,292400,2.90E+05,279800,281600,289500,304900,310200,307900,294100,297800,301900,316800,313800,314300,3.11E+05,306600,301900,309100
91506,Burbank,514100,512500,547600,553400,542100,525500,523100,527700,497100,476700,4.57E+05,471600,451100,452600,458100,506800,480600,496500,482400,4.90E+05,470300,456700,488200,505600,543800,525600,5.38E+05,501200,497300,473400,463300,488800,469600,500600,488600,493600,511900,514600,5.19E+05,480400,453900,442700,4.22E+05,407900,403800,419400,429800,427200,424800,437800,471500,495700,475200,459500,456900,4.58E+05,471700,467200,490800,509500,530600,547200,5.76E+05,574300,574200,550200,553100,550800,551500,548600,571800,5.86E+05,592100,584800,595200,596900,614200,587900,6.08E+05,616100,646300,634400,623400,642100,664500,691700,666100,680600,655500,673700,650300,669500,654400,680800,676800,683800,671800,669300,649700,655700,679100,714200,721900,694900,705700,695300,728500,705700,700400,690200,705300,706400,707800,714900,723200,741700,735900,756300,7.47E+05,7.39E+05,756200,796800,827700,807500
95620,Dixon,333100,319700,308800,302600,3.08E+05,300100,287400,294100,283500,277400,262500,277800,279700,264900,255700,259600,254100,247400,247600,252900,2.57E+05,262600,262900,258600,248300,257700,250800,246800,231900,225500,2.12E+05,2.17E+05,220200,220300,218200,213900,216100,207300,205500,203900,205100,219800,222400,225300,209200,209800,205900,207700,207700,199600,200300,193300,201200,224400,239100,2.57E+05,242900,251600,253500,262900,2.61E+05,275400,259600,252800,257800,297600,322100,3.07E+05,280200,294200,309200,330300,328800,337900,336900,326200,314100,315800,318700,3.35E+05,333500,344700,341400,351200,3.27E+05,3.23E+05,319600,347500,352500,3.48E+05,3.43E+05,339500,347900,338300,347400,337700,354300,345600,364800,376900,380300,379400,3.75E+05,399900,405800,395900,3.89E+05,389800,402600,395400,392800,383500,395300,397800,412300,4.03E+05,409700,412100,411100,414200,416300,419600,423300,420400
91040,Shadow Hills,473500,431300,401100,366500,368100,367800,374400,399800,405900,413200,383100,382100,338300,325200,323600,361200,3.67E+05,371200,361100,361100,3.68E+05,368900,395900,387200,399900,366100,352300,335600,387400,404600,416600,373300,356500,338200,373700,387100,384800,341900,316700,312800,295600,296800,287700,296900,304200,324600,340600,338200,339300,311300,318100,299100,316700,318500,324400,3.41E+05,335700,3.82E+05,371700,375400,348200,360600,362500,366700,3.70E+05,389600,383300,401800,401900,424900,424200,419900,4.07E+05,409700,418200,432700,434700,433600,4.35E+05,431700,437600,427200,432300,444200,461200,462900,464800,461700,462300,465900,475400,496400,496900,485600,513200,513400,558600,518100,521200,483500,492400,496500,511200,510800,520600,532700,547900,547600,589800,592900,598800,567700,574700,565800,569100,551300,5.52E+05,554400,605500,624300,649600,612200,632100,593200
92532,Lake Elsinore,326800,319400,299500,281800,2.65E+05,254100,247400,242400,245100,239700,238200,222500,219500,213300,213600,210400,2.04E+05,201600,199300,208400,216800,224200,226100,224800,227400,221800,221100,222200,226500,228600,2.24E+05,221800,222600,220600,217400,212500,207500,202900,201500,199600,198200,195100,197900,205100,208500,206400,206600,209400,210700,2.10E+05,203300,2.10E+05,206900,209300,205400,2.08E+05,211900,220900,2.32E+05,2.45E+05,251400,255700,259100,263300,2.71E+05,284300,290300,291900,286800,286300,295100,291900,293200,285700,286400,284800,289400,297800,299400,294900,3.00E+05,304400,313600,306200,305200,311700,310400,316800,309500,314800,315300,318400,320200,324100,327100,329800,332600,338700,341500,340800,3.32E+05,331300,3.33E+05,338800,3.36E+05,337100,3.39E+05,348100,352800,3.56E+05,359800,361400,361700,362200,363400,370500,373700,374900,376200,376900,380500,383600,389500,387600
92808,Anaheim,577800,518400,571500,504600,559500,498100,534900,518900,568800,530600,587400,559100,561200,485300,4.86E+05,449600,470100,4.47E+05,535600,479400,505100,510400,5.72E+05,558900,518300,502900,4.85E+05,453700,450800,530100,568900,574900,5.24E+05,509200,528600,568400,578800,496200,466200,430900,462300,456300,495100,477100,449500,457300,456100,495200,427100,443300,4.37E+05,474700,469700,407600,419200,451600,519100,547400,515300,532300,5.05E+05,515100,513400,508600,543200,537700,521600,522600,501100,549100,586900,560800,576800,567600,594700,559400,541200,554300,605900,574400,5.75E+05,506200,547800,5.20E+05,524200,505600,511700,543800,561800,591900,6.18E+05,572100,569300,567700,587500,613600,606200,605500,634700,640800,6.21E+05,575900,534900,589400,572500,625400,601800,593300,558400,563100,557300,579100,564400,559900,551200,593200,654500,634500,612900,629400,6.73E+05,653700,650600,626400
92585,Romoland,257600,2.51E+05,248300,242600,2.31E+05,218900,213400,212500,2.01E+05,192200,1.83E+05,182900,167600,160500,150800,1.62E+05,164800,166800,166700,169900,171600,1.76E+05,175300,170200,167900,1.69E+05,168800,170200,168200,174900,1.79E+05,1.79E+05,178700,176100,182500,180200,177100,174500,170400,170800,171500,1.83E+05,185700,185400,185300,181300,178100,174200,178500,180800,175200,173400,168200,180300,174900,180400,173800,189300,189500,202500,203700,209300,210900,219600,2.39E+05,249400,256600,256700,2.63E+05,266300,275200,272600,277600,274100,278500,275700,274600,275800,272600,279300,279700,287500,279200,276800,2.74E+05,284400,285500,283200,2.84E+05,280200,289200,2.82E+05,2.85E+05,279900,287500,292500,301700,303400,3.07E+05,307900,310200,317100,316700,323500,319100,318300,313300,321300,321600,325900,328600,336200,3.38E+05,334400,335100,342500,351800,359800,369200,373700,376500,371700,368700,359700
93907,Prunedale,487600,471700,456100,427100,368900,315200,302700,309400,323300,3.27E+05,3.11E+05,296100,300600,281500,289500,2.59E+05,275500,272700,262200,253800,261800,296100,2.95E+05,297200,3.06E+05,309300,3.03E+05,261100,2.83E+05,265700,306400,282300,286400,265500,304300,330900,321800,3.15E+05,300800,2.98E+05,272600,260900,253700,240900,252600,252900,262700,2.65E+05,297100,2.94E+05,295900,278400,2.91E+05,280500,317100,3.26E+05,358600,345100,3.52E+05,338300,337800,339500,3.45E+05,367700,390700,4.13E+05,406400,400300,400300,406700,407900,4.17E+05,448800,456300,4.60E+05,427400,429600,428500,427600,440100,4.26E+05,416600,401900,430600,455400,463400,457500,460200,449800,444400,442400,459600,4.75E+05,488700,510200,504700,494300,495700,507200,516900,510600,503700,511200,513600,524800,533600,560900,565700,572100,518600,517600,513200,514300,520700,531900,520700,525400,505100,543600,533200,573200,571400,618800,594900
92082,Valley Center,571200,5.57E+05,547100,554400,481100,4.32E+05,4.10E+05,443100,475500,467200,418900,391200,394300,392400,381400,372300,365500,391900,396400,402800,409900,424400,480600,477900,459800,4.23E+05,397200,3.98E+05,370700,383800,370800,378400,373200,392900,414600,393500,402600,396400,397700,353500,314700,337100,355200,371300,356900,383400,391800,3.90E+05,356500,331400,3.50E+05,3.60E+05,367800,372800,367400,382700,3.66E+05,391900,406700,429800,437400,463300,465200,477100,472600,4.61E+05,463100,453800,465700,445400,457100,448400,452600,458400,468800,477900,453500,481200,478600,493500,453900,456800,458800,477600,496600,482500,483900,462900,488100,4.84E+05,500300,488400,4.95E+05,534400,561400,572100,551300,539100,517400,503200,476700,517200,534500,5.83E+05,584100,597700,599100,595700,581600,5.78E+05,576900,603400,611200,621800,597400,605500,610500,623500,600700,644100,663700,707200,6.67E+05,635400
95602,Auburn,374900,428300,412900,404800,353700,348800,309700,284700,262800,278100,316600,322800,322100,310300,339700,336400,3.20E+05,2.91E+05,283800,269900,289300,278900,306200,2.69E+05,291900,272700,285100,269700,281600,278900,314100,288900,264900,215200,252200,278300,264400,247400,234600,228400,203200,205900,232900,2.43E+05,251200,240900,258600,271600,282800,2.86E+05,268800,274700,264700,280600,289200,270100,249700,2.36E+05,241300,253800,259800,265500,271200,285400,298100,329900,334800,365100,353200,363500,352600,355600,3.33E+05,317700,315400,320500,321600,303400,305800,313200,353900,367800,369600,352800,348300,361900,376200,378300,380100,367900,362900,3.55E+05,3.23E+05,322200,334900,345100,379600,397400,423200,397600,374900,392100,386100,384500,360900,367800,383700,410500,413400,455600,453800,464600,429300,424100,453600,447900,457400,432200,424900,427100,441300,478100,506100,5.28E+05
94579,San Leandro,437500,418500,402900,406500,399600,398100,394700,399300,380800,380500,370300,372100,3.57E+05,344600,3.53E+05,349500,354400,336200,342700,3.52E+05,355400,354900,360200,365700,371700,356100,353700,347600,330200,329100,320300,3.44E+05,340200,336200,348100,344700,340100,301100,294500,298900,310700,316400,311700,324300,316100,306100,300700,307200,3.17E+05,312600,305200,308300,302400,311600,317100,344700,346500,367100,365500,389600,387900,393500,391100,395100,395100,403900,412800,421600,424500,431600,460400,468100,473300,4.45E+05,4.52E+05,4.63E+05,479100,472700,467200,495800,489500,491700,466800,481900,510600,5.09E+05,509400,479400,4.79E+05,485900,492100,525800,529500,536900,518300,5.13E+05,517500,525200,546500,571100,579500,587600,560900,556300,553800,563200,564300,562800,524500,465600,424200,478300,484200,537700,5.46E+05,620700,629700,630200,664800,674200,693400,652800,644400,643300
92501,Riverside,279600,298900,287400,237900,206500,193100,221300,205100,185100,173900,162700,162400,163700,151400,137300,118400,130800,129900,132800,130400,135500,146500,154100,157600,163200,165200,161400,1.59E+05,161700,168100,170100,166900,159900,156800,158800,163600,166200,168400,166500,161300,162100,165700,155900,152500,149500,151300,166200,1.71E+05,179800,164800,159800,170500,172700,178500,166800,170500,168100,179300,175200,184900,197900,196300,196700,187100,199400,206200,216100,221300,223400,231200,232500,235400,225900,225400,236400,2.37E+05,242800,241600,244800,249600,244800,247600,250700,252400,254300,255900,261500,263800,2.84E+05,279500,293900,2.87E+05,292100,279700,267300,269700,282800,288600,291200,2.93E+05,298900,300900,296600,293700,301300,3.03E+05,290900,2.84E+05,2.82E+05,298900,304200,304900,326800,329100,333900,315700,314900,332500,342700,352500,347700,346800,3.47E+05,332500
91384,Castaic,435500,4.15E+05,425200,430800,431600,435400,428900,4.26E+05,406300,390800,390500,413400,416700,423500,387800,375300,351300,372500,374500,371700,351700,353800,371300,370700,385400,392900,407200,3.93E+05,3.85E+05,388300,395700,384300,362200,352800,328300,333700,344400,368100,355400,348700,3.54E+05,370900,365400,343600,319600,318600,308100,3.25E+05,340100,382100,350800,315100,292500,326900,348300,364200,366300,381900,389800,3.71E+05,364200,3.56E+05,391200,400500,406900,412800,417400,4.13E+05,411900,411400,413600,416300,420700,448100,442800,438200,427800,434600,435200,453300,452600,464200,441100,451700,4.57E+05,457700,470100,468800,485200,473800,454400,451800,458300,483700,4.94E+05,498200,486900,4.83E+05,480100,5.01E+05,497900,499200,485400,493500,5.01E+05,508700,491100,492500,503600,541600,544300,530100,515500,522400,550300,562500,564900,552200,5.61E+05,551900,566400,543300,548700,552100
91011,Flintridge,990100,1115100,1096900,1088900,1003700,1070800,1182500,1148700,1230200,1.09E+06,1236700,1240400,1361100,1177300,1094700,1.03E+06,1187600,1154100,1154300,1.06E+06,1045700,996600,911400,947500,987200,1041700,1044900,1138200,1198600,1135300,1085800,1054100,1.10E+06,1056300,979500,941800,948500,1044500,1095300,1127900,1106200,1101300,1082400,1007100,1044100,1080800,1110500,957100,874900,938400,1056300,1058400,1015600,1067700,1084900,1.09E+06,1166600,1243300,1.29E+06,1202200,1171200,1.21E+06,1170600,1275400,1283900,1296100,1260300,1231200,1267900,1243300,1.30E+06,1292800,1283300,1225600,1259700,1292600,1.32E+06,1291200,1313700,1320400,1302200,1315700,1210900,1302700,1362600,1522700,1569100,1489500,1478600,1427500,1438700,1467800,1697200,1730800,1713200,1467100,1489800,1543200,1556400,1518500,1499300,1526700,1613100,1622300,1676100,1640100,1818600,1731600,1.75E+06,1549400,1560900,1575100,1597800,1667600,1593500,1622400,1593500,1645800,1872800,1762200,1752800,1571100,1705400,1769500
94519,Concord,373200,361900,350200,334300,315200,314400,307700,300900,287900,274900,269900,245100,232500,241300,270100,279400,272100,268500,272800,292600,296200,2.96E+05,288600,295500,300600,301400,288800,279800,275100,283300,279500,2.69E+05,258900,2.56E+05,252800,240600,243100,2.40E+05,234100,224400,2.30E+05,253600,255700,258500,249200,268200,259300,239100,230500,244100,261700,2.60E+05,253800,267700,273600,289100,293900,299700,300800,297200,307400,312800,335900,342700,377400,390500,403900,389500,386300,385400,3.87E+05,389700,390100,395100,390800,387800,383500,3.90E+05,399700,400300,404900,406900,417900,411500,4.14E+05,415300,422400,421800,423900,421100,4.26E+05,433900,4.44E+05,4.50E+05,437900,444500,459300,472400,470900,479500,491800,504500,496600,496300,494400,497600,479300,4.93E+05,490700,519200,516600,528500,527400,526600,520300,521600,5.16E+05,525400,533900,5.22E+05,516800,529600,572100,592400
95110,San Jose,404500,4.11E+05,388800,364200,3.45E+05,340900,344600,3.36E+05,316600,294100,307200,318900,303800,282600,275300,271800,2.62E+05,243900,273800,2.95E+05,328200,337500,337100,317700,282800,275300,263600,277200,274400,278100,276200,250900,269800,264100,289200,293200,289600,271800,271300,286700,302500,277300,270500,2.60E+05,269500,281600,2.96E+05,281900,272300,272100,285600,275800,286700,315400,337200,3.35E+05,355800,373400,381800,384100,3.96E+05,410200,409300,444200,452200,445300,4.14E+05,414900,432300,441200,455800,432800,434100,435600,450600,448200,449800,433800,449200,458700,482500,490300,494100,520200,5.18E+05,523200,525400,519400,504100,508500,528600,547100,546600,5.66E+05,561100,559200,528600,526900,532100,5.63E+05,566200,567400,560300,530700,517100,498900,538600,537800,569200,574100,598600,601500,633200,6.53E+05,642100,635900,670300,695500,726300,738800,771200,804800,796800,814900
91746,Bassett,355500,364800,338700,331400,305300,291600,290200,288600,293500,284400,2.79E+05,267800,253700,244100,2.21E+05,228400,221500,240600,241200,2.58E+05,255700,276100,273800,291800,282500,289900,271500,266900,273900,282200,280700,2.71E+05,266400,271800,262400,267600,252500,259500,253800,265100,255700,254300,244600,253100,249100,247400,241300,250200,251300,252300,239800,243100,253200,263200,263800,264600,260700,2.79E+05,275300,296300,2.85E+05,303300,306400,3.21E+05,319400,319200,326800,333400,336500,346300,348600,355300,3.48E+05,348100,351700,353400,347900,349400,353300,360100,354400,351700,3.48E+05,350400,349700,354400,360900,374200,381100,390800,392300,3.81E+05,3.79E+05,377400,397300,392100,406600,405400,407500,402900,408400,408600,409700,4.07E+05,411800,413700,415800,4.25E+05,431100,435700,426500,427300,435800,445400,443600,440800,451300,459400,468300,469100,4.58E+05,466400,473200,495200
92010,Carlsbad,507500,551500,569100,575500,520300,476500,437600,426800,470100,442200,407500,363200,406600,432200,4.32E+05,478100,497900,518500,487100,4.79E+05,497900,465400,446800,441300,464500,495300,478100,496500,509100,506400,461400,3.96E+05,422100,424800,451900,403700,4.43E+05,453500,483200,456100,449900,435800,420100,419400,429900,428700,390600,384100,401100,421700,418500,435200,431600,435600,418200,422800,413800,435400,434300,4.56E+05,464900,513300,530600,523600,477400,469300,475300,526200,526700,526800,505200,507700,553500,567100,559700,520300,528700,548300,558400,571500,556800,527300,542500,568600,603100,6.02E+05,604300,606900,608600,610900,603900,595300,608300,619300,621500,629500,628300,675200,655200,651200,612400,631600,640900,607500,596300,547100,595500,552300,659100,661800,733500,703500,701800,669300,626200,629500,663600,695700,698200,640100,693300,7.80E+05,860500,8.84E+05
92865,Orange,462100,459800,455300,444700,451100,456700,451300,442400,414500,399800,392600,404700,405600,412500,397900,392100,401300,416700,446600,439300,444800,4.28E+05,410300,407400,399200,399400,405700,416700,431700,4.32E+05,442500,448400,456800,420300,371600,350400,364500,409300,408800,412800,413300,413500,418200,4.20E+05,420800,405800,386500,368600,3.76E+05,389700,393900,3.95E+05,383500,398800,401600,411200,421900,420200,417400,425300,454100,469500,464600,460300,475600,481200,477500,478800,483500,488900,459600,479600,4.90E+05,518800,519500,512200,505900,493900,497100,506700,509500,516300,522300,513500,502500,5.00E+05,509300,523700,525900,530900,536300,531500,540100,541200,555300,5.49E+05,536500,535800,554300,581300,594500,597400,605800,592500,574800,558600,569700,541700,547500,554600,581900,5.73E+05,562200,575200,582200,605900,618900,631400,623400,623300,642700,627300,636200,629200
